timestamp,temperature,humidity,smoke_concentration
2025-05-30 22:00:53.543118,24,40,88
2025-05-30 22:01:01.848881,24,40,88
2025-05-30 22:01:09.900392,24,40,88
2025-05-30 22:01:17.732736,24,40,88
2025-05-30 22:02:23.588829,24,40,88
2025-05-30 22:02:31.136314,24,40,88
2025-05-30 22:02:38.736791,24,40,88
2025-05-30 22:02:46.465693,24,40,88
2025-05-30 22:02:54.328243,24,40,88
2025-05-30 22:03:17.063264,24,40,88
2025-05-30 22:03:24.988819,24,40,88
2025-05-30 22:03:32.815676,24,40,88
2025-05-30 22:03:40.696205,24,40,88
2025-05-30 22:05:20.129910,24,40,88
2025-05-30 22:05:27.753829,24,40,88
2025-05-30 22:05:35.254605,24,40,88
2025-05-30 22:05:43.208388,24,40,88
2025-05-30 22:05:50.947438,24,40,88
2025-05-30 22:05:58.741590,24,40,88
2025-05-30 22:06:06.832084,24,40,88
2025-05-30 22:06:14.719496,24,40,88
2025-05-30 22:06:22.945037,24,40,88
2025-05-30 22:09:14.393629,24,40,88
2025-05-30 22:09:21.995967,24,40,88
2025-05-30 22:09:29.721226,24,40,88
2025-05-30 22:09:37.509542,24,40,88
2025-05-30 22:09:45.104651,24,40,88
2025-05-30 22:09:52.831387,24,40,88
2025-05-30 22:10:00.727967,24,40,88
2025-05-30 22:10:08.704000,24,40,88
2025-05-30 22:10:16.502824,24,40,88
2025-05-30 22:10:24.409678,24,40,88
2025-05-30 22:13:38.888287,24,40,88
2025-05-30 22:13:46.686999,24,40,88
2025-05-30 22:13:54.577384,24,40,88
2025-05-30 22:15:02.377688,24,40,88
2025-05-30 22:15:10.248598,24,40,88
2025-05-30 22:15:17.987070,24,40,88
2025-05-30 22:15:26.160410,24,40,88
